,business_id,name,city,state,stars_y,0,1,2,3,text
15871,UqbnR83EtBOWK6unSZkeLg,Fogo de Chão Brazilian Steakhouse - Pittsburgh,Pittsburgh,PA,4.0,0.37883742983383334,0.012206691295403685,0.36040332213718584,0.2485525567335767,166
16090,UtMq05YrY37Hb9Oe4z0dYA,Sérénité Restaurant,Medina,OH,4.5,0.143527168088131,0.0806500843105898,0.473089467975192,0.30273327962608726,33
16125,VDn6tM_Q_08CVuNHSUH4Lw,Lakewood Village Tavern,Lakewood,OH,3.5,0.7522069906652438,0.016133700451574973,0.21445589697542816,0.017203411907753163,8
16139,VQGetWNN1f0dMWQ6ehDAVg,Morton's The Steakhouse,Cleveland,OH,3.5,0.2164032885741769,0.027845242519442138,0.34912779679723366,0.4066236721091472,53
16248,VUrhzdgDpFi1K6zl9VuizQ,Hoss's Steak & Seahouse,Coraopolis,PA,3.5,0.26987761371219793,0.0,0.6018892285861313,0.1282331577016709,2
16253,VVPwQdO6g9DHCgdBCIlBsw,Applebee's Grill + Bar,Strongsville,OH,3.0,0.3456306221305162,0.017723325867373425,0.4173372477682307,0.2193088042338797,16
16286,VYpXvGPkx2k0lZlGry3HQw,Coach's Club,Cross Plains,WI,3.5,0.33548685503731196,0.253277014545739,0.24314793652708064,0.16808819388986837,15
16314,Vj1_2pERP4QRALtERvXFqw,Porter's Steakhouse,Beachwood,OH,3.5,0.12678415431645126,0.0,0.4560041238833544,0.4172117218001943,4
16321,VobZRj98tDH7AaojYJD8Jg,Applebee's Grill + Bar,Murrysville,PA,3.0,0.4065145772765428,0.07844227810135204,0.3249042866591291,0.19013885796297597,7
16343,VtmG4MjDQ2rz6Jdi38gg-g,Blake's Seafood Restaurant and Bar,Westlake,OH,3.5,0.3945647101500153,0.002990685973672397,0.36729634015558077,0.2351482637207316,5
16351,VwCtpOYiCKA5VXbKZhCSVA,Morton's The Steakhouse,Pittsburgh,PA,3.5,0.18514515541522988,0.013732269113587346,0.2848178001942192,0.5163047752769638,79
16470,Wj-73Uu3U79CGK_H_kyAsg,Quaker Steak & Lube,Pittsburgh,PA,3.0,0.5226366030187721,0.10156693693890316,0.28919631279584324,0.0866001472464814,15
16506,WpOMfnH8hvUOENVNn9xMsQ,John Q's Steakhouse,Cleveland,OH,3.5,0.17889552194440514,0.049664153525094,0.35471761818196323,0.4167227063485377,15
16534,WwQ0sr3wDk2jCMre_3mS7A,Big Red's Steaks,Madison,WI,3.5,0.3727058997946333,0.37347410993521646,0.04173483127431242,0.21208515899583782,10
16552,X0UQortyd6N6zFBVisY_gw,Feiler's,Madison,WI,3.5,0.31647796993729194,0.3966542900999091,0.11242646991382545,0.17444127004897356,6
16561,XBY5WCikRpzboqwLc8CcBg,Ballantine,Willoughby,OH,3.5,0.458511228406468,0.1091700971002694,0.2943657680356357,0.1379529064576268,64
16672,XTB-U4e2MCDzyRQ1EpPtLA,Lone Star Steakhouse,North Olmsted,OH,2.0,0.16084305520559372,0.09271985581423092,0.294069636323756,0.45236745265641937,8
16713,XTumKkL8Ns3StEvW1nwcow,Fazio's Restaurant,Olmsted Falls,OH,3.0,0.24278663102689685,0.1330673612109149,0.2652058211173495,0.35894018664483873,4
16721,XYmTwXGeDhB5Ol3rpO7mmg,Hyde Park Prime Steakhouse,Westlake,OH,4.0,0.22813896036651082,0.01546315543477155,0.33008402142547305,0.42631386277324446,53
16794,XfO5MZI2lH1U2HsMnIsYzg,Noosa Bistro,Mentor,OH,3.5,0.3176069311005559,0.03506019457541718,0.3429332940295148,0.3043995802945124,83
16914,Xz0HTTnKuf1BW26CmKA8CQ,Charya's,Bethel Park,PA,4.0,0.283400784660754,0.04403204363745128,0.21757714809314546,0.4549900236086492,12
16930,Y1Y5aSg5YUFHkpqUnkydig,Applebee's Grill + Bar,Independence,OH,3.0,0.2618027165992339,0.021840107019848762,0.5462959060266626,0.17006127035425478,14
16967,YEsFk6UHqD66O2m5jmXSYg,O'malley's Rockcliff,Rocky River,OH,2.5,0.3776743423289273,0.08740088010609978,0.15961384573780377,0.37531093182716907,2
16971,YKGb41Io_6mRsm4Bee7aOQ,Firebirds Wood Fired Grill,Beachwood,OH,3.5,0.2786909060316236,0.04033324196097465,0.30332702032303305,0.37764883168436875,68
17083,YbgEzqyH-nngJMZO0dY0iA,Clearview Restaurant & Pub,Akron,OH,3.5,0.3238349715153192,0.07659672590957983,0.3475616912748926,0.25200661130020835,30
17129,YoYL__V3bUF4KluaJ8QO4A,Stonehouse Grill,Westlake,OH,3.5,0.2554577601548243,0.13699824800041757,0.4321137552509751,0.17543023659378304,26
17178,YohEZMYpKrf-3fyPASKLew,Texas Roadhouse,Madison,WI,3.5,0.3021265772703687,0.03495459870618055,0.3772587689493869,0.28566005507406383,72
17312,Ywdy4YARQK1ZWOCDzZDi-w,Sarava At Shaker Square,Cleveland,OH,4.0,0.3762495627599581,0.07325546398225949,0.3382135086464454,0.21228146461133712,33
17356,ZalWvpZ4Tv4AMHtHG0DwrQ,Square 22 Restaurant and Bar,Strongsville,OH,4.0,0.27856876497852756,0.03661549966868715,0.36860990066169563,0.31620583469108954,91
17492,ZeN8xHEhsPS-amDyZSYJ9w,Ruth's Chris Steak House,Cleveland,OH,4.0,0.18440091982346857,0.059591451298366266,0.31029805564937457,0.4457095732287908,59
17576,ZvEJiX8HBIForfbHOfqpmQ,Skyvue Restaurant,West Mifflin,PA,3.5,0.3358285273423368,0.04641461209461971,0.40596215783646283,0.2117947027265806,28
17621,_6b9CtXi4fQqiu2VjCVpTQ,Outback Steakhouse,Madison,WI,3.0,0.17845737010920798,0.07523411081765735,0.2810591416089747,0.46524937746415995,34
17696,_KsRqWzmz3VleuTn-kHsNQ,Steak Eez,Kent,OH,3.0,0.45605970371310567,0.16216362333131928,0.27322682354708744,0.10854984940848761,4
17703,_VHU9KZUHRLp2Hc2JOKlYg,Cioppino Restaurant & Cigar Bar,Pittsburgh,PA,4.0,0.35325215305591134,0.04218007575099262,0.3337772959240066,0.27079047526908945,155
17906,_XVHWZ_epQZkDxg1alyD-g,Brown Derby,Mentor,OH,2.5,0.2048367019683077,0.035844286730241384,0.31690541801408484,0.44241359328736596,19
17949,_dcX-gXs3VxTBmURWdnTOw,Buck & Honeys,Sun Prairie,WI,3.5,0.3257719280131849,0.14988604998415347,0.3348436497582433,0.18949837224441846,142
18171,_ta7UaBqMTcF25JZy_5YHQ,Applebee's Grill + Bar,Macedonia,OH,2.5,0.3512874954419159,0.06838145306669123,0.2456735718310264,0.33465747966036646,7
18194,axGP6FXAZlBdmdN9juu1tQ,"Miami Nights Grill, Bar, & Lounge",Westlake,OH,2.5,0.3145309665399832,0.0,0.39958047892977355,0.2858885545302433,10
18220,bJGtHxejEJboO2o_DtaPEQ,Applebee's Grill + Bar,McMurray,PA,3.0,0.37066621064320665,0.10565427116388088,0.20428370846670513,0.3193958097262074,8
18242,binymvD2QxETihoAmHOMSQ,Austin's Smokin' Steakhouse,Cleveland,OH,3.0,0.1968227572029306,0.0737522197757953,0.3520526159926458,0.3773724070286282,25
18303,bkh5o6bCzDCovSkRYBsU1w,LongHorn Steakhouse,Champaign,IL,3.0,0.12833551315696792,0.03423334245384004,0.42193899768811655,0.41549214670107554,33
18376,br_d4kDitXax4QOb6IaXPw,Lone Star Steakhouse & Saloon,Pittsburgh,PA,3.5,0.3627082461887987,0.11971941585500538,0.2094610446994486,0.3081112932567473,3
18381,c3FFDloejdmsPZti7wjR0g,Texas Roadhouse,Elyria,OH,3.0,0.17315616714836296,0.05363653980301928,0.3781152835264364,0.3950920095221812,23
18425,cAX-srNrvlifjfov_jpQ1w,Texas de Brazil,Pittsburgh,PA,4.0,0.41221558236664124,0.017988918105078834,0.24823844557351282,0.3167026850227278,206
18725,cOAjHOGcmXWJEd1Xo3xt0w,XO Seafood & Oysters,Beachwood,OH,3.5,0.1382717812647447,0.008152686261699627,0.36790393798950377,0.4856715944840517,19
18758,cpRiIxqubDa4JV58ZR7-cg,Pittsburgh Steak Company,Pittsburgh,PA,2.5,0.25686158810949766,0.043351371514316284,0.17054618063616553,0.5292408597400204,23
18830,cs-bfjBie4uwCW99yZmlqw,LongHorn Steakhouse,Tarentum,PA,3.5,0.18119666402206278,0.047038790853859994,0.2124502262455155,0.5593143188785619,28
18874,d6VYQbeTZ_WdD8Uuhh35dg,Tempest Oyster Bar,Madison,WI,4.0,0.3760719005334265,0.0747833197247279,0.2893513900753943,0.25979338966645116,219
19158,dh1S06LtJqMRRpGcePn5Cg,Zach's Place,Berea,OH,3.0,0.40751955294465386,0.10059094901305463,0.35135534035829996,0.14053415768399152,8
19176,dt5yEGC8yy_V7FAC1AcWdw,Steak Escape East Towne Mall,Madison,WI,2.0,0.11893094248717674,0.250405433512256,0.23642640106820365,0.3942372229323636,1
19180,eF2jf-E5ktRQIh_4_-Jxsg,Cannon's Chop House,Canonsburg,PA,3.5,0.23872599607134612,0.09579029022633968,0.3421754052472384,0.3233083084550757,62
19288,eHgKGBAl8o3VCBi4YrQ3FQ,Applebee's Grill + Bar,Avon,OH,3.0,0.44317514451711415,0.022068438907927358,0.35296338511958836,0.18179303145537026,8
19304,efTPzpiSkxbgNlQOtwyVOA,Medina Steak and Seafood Company,Medina,OH,3.0,0.18775178963576836,0.036269021752957764,0.4482588770675015,0.3277203115437724,11
19322,ewEDv_q-K0fV0FepkHB8sA,Tornado Steak House,Madison,WI,4.0,0.27173817152312274,0.13962928043866318,0.21376476623186677,0.3748677818063468,434
19872,f64hS5UYq102ApvdYUf9nA,Applebee's Grill + Bar,Elyria,OH,3.0,0.19807655223240248,0.014372667603871247,0.6156878432125258,0.1718629369512005,8
19890,f79mtjCKvrBtd5aEtaMTYQ,Buccis,Middleburg Heights,OH,3.0,0.3362238166240387,0.04792800446322066,0.3879758681158451,0.22787231079689566,3
19900,fROpvJ_V9q6dAXbi4VwtoA,The Capital Grille,Lyndhurst,OH,4.0,0.16838280540409514,0.050305989276153616,0.3945800030995026,0.3867312022202487,108
20033,fja2EnaSxKu1D7uctMhw-w,Red The Steakhouse,Cleveland,OH,4.0,0.12255002129924009,0.03476177684059569,0.32372838523347014,0.5189598166266943,181
20272,foQBU09EoYrJpokEz-Ueug,C-Town Grill & Bar,Broadview Heights,OH,3.5,0.6280198873390682,0.003963465890588028,0.3680166467703437,0.0,2
20275,fzL7sTgCYhoSIUpcQ7mrBA,Elliott's BBQ and Steakhouse,Pittsburgh,PA,3.5,0.2691727514983064,0.0455429962783563,0.369544353565494,0.3157398986578433,11
20293,g0APw_zhwwHoLjSlHEsTzw,Applebee's Grill + Bar,Middleburg Heights,OH,2.5,0.2975083034646319,0.10860874276336373,0.44027157897545527,0.15361137479654904,11
20320,g6aWPjcKukfK1-Po70Lhyw,Wonder Bar Steakhouse,Madison,WI,3.5,0.28981295777544436,0.08036442538494071,0.2723139147535535,0.35750870208606134,91
20459,gVrOjfdnijDwxivLTHiBAg,Applebee's Grill + Bar,Lorain,OH,2.5,0.40331869322287184,0.11852461367633449,0.32364307023727407,0.15451362286351955,4
20481,gcS73XxT2xbLSOtRy9yYkA,Wild Eagle Steak & Saloon,Broadview Heights,OH,2.5,0.3633872524009188,0.12435517454423178,0.366299205321812,0.14595836773303753,31
20580,gchI4BdZ76teMX9BsI2H-w,Maria's Family Restaurant,Euclid,OH,3.0,0.37146381071792023,0.006487720537316481,0.6022448042419347,0.01980366450282853,3
20591,gk5zSldov0A3do1q8kLUDw,Lancer's Bar & Lounge,Cleveland,OH,5.0,0.24202280484400135,0.1435471008196722,0.391304896301086,0.2231251980352404,4
20595,gqRfs-c6gx_tcIx63Fx4OQ,Harry Buffalo,Painesville,OH,2.5,0.49572700702904227,0.15412283689970577,0.2165182913882629,0.13363186468298904,19
20654,guQww9yGHP7rRTea6zTnDg,Andrew's Steak and Seafood,Pittsburgh,PA,3.5,0.1781382622945781,0.032546189861639895,0.22935515004995927,0.5599603977938228,35
20720,gv47gtyCkw_8OyexHrqdDA,Rare Steakhouse,Madison,WI,4.0,0.15794661303592908,0.06151601123896184,0.3077917022169565,0.47274567350815255,191
20995,h-d71agFCi1IFWaaxPCwYA,Wise Guys Lounge & Grill,Akron,OH,4.0,0.21094432083381295,0.0561464807581813,0.3420234894063298,0.39088570900167596,23
21026,h-hXxl_9f-QdTYUIx0ar8A,Outback Steakhouse,Independence,OH,2.5,0.1730849211042266,0.030844302043036138,0.38874876466800357,0.40732201218473363,18
21093,hP2DOm7E2H4P7MOS7XN_SQ,Hamilton Walker's,Champaign,IL,3.5,0.25474437372529485,0.05463349606728383,0.36602970934737605,0.3245924208600452,89
21264,hUHIahAcew5i39D_6ZqEmQ,Donatos Fox Chapel,Pittsburgh,PA,3.0,0.2515833039000646,0.0279023442324151,0.24167168325766497,0.47884266860985547,23
21311,hXCoi8OuvdhIA-zXJiPvfg,Full Of Bull Famous Roast Beef,Madison,WI,2.5,0.3295067179521607,0.21271352326420365,0.24488355585813254,0.2128962029255031,8
21338,h_UvnQfe1cuVICly_kIqHg,Johnny Delmonico's Steakhouse,Madison,WI,4.0,0.14637108862103765,0.09158510037050664,0.29569701765392464,0.466346793354531,109
21489,iEYCU5LV6FIr3kpvYltYrw,Cabin Club,Westlake,OH,4.0,0.22535730938333273,0.0229088314613852,0.335153052526325,0.4165808066289572,118
21638,iSOaf_-deg1nIlCm3cuzvg,Capitol ChopHouse,Madison,WI,3.5,0.19467229995970886,0.0960744208395249,0.2726288389149472,0.4366244402858191,37
21712,ijRCz1YX5Ws2UW_2G0Bz7w,Applebee's Grill + Bar,Pittsburgh,PA,3.0,0.31146005349716066,0.15323729356760715,0.2833526495902216,0.25195000334501066,13
21745,j4jsgp-e315s11ehJfRzAA,The Carlton,Pittsburgh,PA,4.0,0.24027185679284732,0.04067080125226691,0.41836376821385945,0.3006935737410264,87
21867,jUddhNjGAE6W7MQKaUEZ4Q,Ryan's,Champaign,IL,2.0,0.4174236767011603,0.03776595814779222,0.25970061413449935,0.2851097510165481,3
21889,jWlErd3TOkO4C0MgP8eDvw,Bella Vista,Pittsburgh,PA,3.0,0.23961352137919661,0.00608829224303668,0.48342383162689073,0.27087435475087596,30
21951,jdIVIQeNBDyYCpFIy52Cgg,Bratenahl Place Bistro,Bratenahl,OH,4.5,0.2596518768473134,0.030075185675765916,0.3863124935169871,0.3239604439599336,14
21966,jqBUVAWJRJ6QIGXVuhdVvw,Cadillac Ranch,Pittsburgh,PA,2.5,0.4168847699607375,0.028205614199657177,0.31569053044547185,0.23921908539413347,68
22182,jzr6jW5cQ0jpPhEo4kGMBw,LongHorn Steakhouse,Madison,WI,3.5,0.17878599564694048,0.06647040250060304,0.43055324682634155,0.3241903550261149,43
22270,k1FNfGvknWVC_GzirQThmA,Outback Steakhouse,Mentor,OH,2.5,0.23545180863890036,0.028251851772274423,0.2929758220990618,0.4433205174897635,21
22354,k7wXMfLPfsMfFHf5wBrZuw,Butch's Saloon,North Royalton,OH,2.5,0.15852053513656478,0.0930360463452591,0.1979125393777476,0.5505308791404285,2
22360,kkl0Jnord6laHQGkgZxG1Q,Applebee's Grill + Bar,Streetsboro,OH,3.0,0.2733978422674474,0.137241110908734,0.4438675384807915,0.14549350834302713,12
22392,l_kfIryIyF_hcQsVxtmGMA,The Black Iron Grille,Kent,OH,3.5,0.16994192605615707,0.05912213667661536,0.33842961264303545,0.4325063246241921,46
22470,lpxj6LFir23Ds6swW8a6fg,Grandview Saloon,Pittsburgh,PA,3.0,0.35891221395744305,0.08143704730483348,0.38771222497760943,0.17193851376011413,79
22645,lrL8WPWBesBm2cfUoLvwJA,LongHorn Steakhouse,Cuyahoga Falls,OH,3.5,0.2102641138676649,0.02626783187876303,0.30154061391121506,0.461927440342357,24
22692,mJbrw3Y3NOjCKj2I5t8YsA,Hellriegel's Inn,Painesville,OH,2.5,0.20208128057533623,0.07610397077876636,0.5744295378807497,0.14738521076514782,6
22710,mNsjRWm99TFmssgKJX_kyg,Great Scott Tavern,Euclid,OH,4.0,0.3500380377670042,0.07405337534605509,0.3632396114133286,0.21266897547361208,60
22793,mUMb6sxFa9JZYQbI9RDs0Q,Applebee's Grill + Bar,Brooklyn,OH,3.0,0.21921798812565102,0.08724934071650249,0.45644697379105886,0.23708569736678758,14
22821,mZYKqiK-9fzifbFbeEbP1w,McCormick & Schmick's Seafood & Steaks,Pittsburgh,PA,3.0,0.40947241164587506,0.040405449545239724,0.2776969417480409,0.2724251970608444,69
22993,nRmTDIs3Gbis9aX2-v1qcw,Shula's 2 Steak & Sports,Cleveland,OH,3.0,0.2809441182353169,0.07671957354271414,0.3820236936169017,0.2603126146050673,38
23084,nTj1Yi5TyRErrP8k8H3C3g,Kavanaugh's Esquire Club,Madison,WI,3.0,0.3581162556995512,0.23223682607325943,0.27899847742313333,0.13064844080405616,25
23148,nXr2CBXYxdXYm-tWn91KCg,Quaker Steak & Lube,Pittsburgh,PA,3.5,0.4460435250841589,0.09133912830491278,0.3103216431523472,0.15229570345858123,5
23155,ndzT1maiVwpz-7VFFzAb5Q,Eddie V's Prime Seafood,Pittsburgh,PA,4.5,0.20045922662845478,0.025459682246551672,0.3810759034585257,0.393005187666468,179
23368,nfJHNu_AQXptaTQIHjpAoQ,LongHorn Steakhouse,Pittsburgh,PA,3.5,0.20074172287068429,0.03845309205215165,0.2697649170763819,0.4910402680007823,41
23432,nhZ1HGWD8lMErdn3FuWuTQ,Applebee's Grill + Bar,Rocky River,OH,3.0,0.4001210355593678,0.0063519289921575035,0.3999527220945529,0.19357431335392186,15
23467,ntds2JP29DPYp765oFqptw,Rusty Anchor,Cleveland,OH,3.5,0.2587633271321925,0.03515749549914123,0.39316857568236385,0.31291060168630225,35
23526,nv1XdkWviHXO7N6mK8O1yg,Don's Lighthouse,Cleveland,OH,3.5,0.27460596063073284,0.04791504710961044,0.2942386901003749,0.3832403021592817,93
23688,nxAo0oDgsNlduzUuuUL4Fg,Steak ’n Shake,Munhall,PA,2.0,0.2728763297838783,0.15286834728104037,0.28437288200250294,0.2898824409325784,14
23799,oG5Sz7phCksWWjITJlgJNA,Outback Steakhouse,Lyndhurst,OH,3.5,0.008670211372143074,0.0,0.9820574861590778,0.009272302468779137,2
23805,oq9bF1KUzSldObMSQ_aalQ,Quaker Steak & Lube,Valley View,OH,3.0,0.4365855648814419,0.11628427217150555,0.30441295693512027,0.14271720601193233,55
23944,p1YmWxE6GG0V9dJP0239QA,Moss' Prime Rib & Spaghetti House,Elyria,OH,3.0,0.4388479441416564,0.012191882872326998,0.468692193361457,0.08026797962455949,6
23956,p26WM22RrRvkyEztJd57ag,Urban Roadhouse,Mentor,OH,3.5,0.19010823276293676,0.0429172408599832,0.3981757910503721,0.3687987353267079,25
23994,p3DmeeCNz-BdijenlxGI2A,Outback Steakhouse,Monroeville,PA,3.0,0.24051844625310334,0.06361189131991764,0.3115829514478405,0.3842867109791385,29
24074,p5TW1LnrPWYnZr2SNe6aiA,Quaker Steak & Lube,Medina,OH,3.0,0.4229281169133572,0.1166270746584691,0.24816433836182522,0.21228047006634856,13
24110,pP4MRsHfrage-sm4mXYFAQ,Applebee's Grill + Bar,University Heights,OH,2.0,0.24983223746203723,0.08382889894209013,0.43971531992291807,0.22662354367295454,7
24138,q5viyMO6EtJMmmarb4YmIA,Kosar's Wood-Fired Grill,Northfield,OH,3.0,0.24779848832188628,0.043463038651483245,0.3240651581792895,0.384673314847341,46
24236,qELIf4gzE_vlteu7pO7TZg,Atria's Restaurant,Pittsburgh,PA,3.0,0.3485411898458503,0.08255673390092257,0.40964626335827414,0.15925581289495305,39
24330,qLy2F9EzCsFYIKd40OJvZA,Red The Steakhouse,Pittsburgh,PA,3.0,0.22492016929693864,0.060415731856481344,0.33083898078170065,0.38382511806487934,28
24389,qQMvHvHnVIEHaOSxTEIu9A,The Hilltop,Cross Plains,WI,3.5,0.3673072050483742,0.2275006608658784,0.22095207888807536,0.184240055197672,15
24410,qb8TiKsNTUqq4P-u6zQLDg,Atria's Restaurant,McMurray,PA,3.5,0.28447424072354766,0.058678663410015396,0.39170191072428845,0.2651451851421484,38
24480,qw6gr0f7yIuG5WCcYLQBSA,Bistro 70,Painesville,OH,4.5,0.2602323263963872,0.027656305634087868,0.4753049339295602,0.2368064340399646,49
24536,r0DureDzsHpzs_VZem5k7g,Outback Steakhouse,Westlake,OH,3.0,0.23919543642359356,0.01623906140599674,0.33858928598563504,0.40597621618477464,24
24602,r_QcMIgY2zxdcV40kK_rxw,Applebee's Grill + Bar,Champaign,IL,2.0,0.28687435395124067,0.29492426501567687,0.36754556864910787,0.05065581238397457,3
24646,raWVzvuD8Se-nRliuuM9aw,The Original Roadhouse,Willoughby,OH,3.0,0.06263644761937276,0.056234337735374285,0.18961090191524543,0.6915183127300075,4
24656,rc9SfYli96cnlPDMyJ7hyA,LongHorn Steakhouse,Pittsburgh,PA,3.5,0.2957791542030582,0.06213647052265028,0.2605740741314744,0.38151030114281703,26
24697,sGTMmemilgAl1tbP0aqc6w,Fitzgerald's,Middleton,WI,2.5,0.3901541540102557,0.10670841202644643,0.2478590805291588,0.255278353434139,12
24738,sz6_gKcHjtcpWKIZLXV85w,"or, The Whale",Pittsburgh,PA,4.0,0.31958545410687456,0.06460420018968936,0.32050765376129126,0.2902265498101654,197
25034,szGbmw_vq3kVU4SfK1x6Sw,Ruths Chris Steak House,Pittsburgh,PA,4.0,0.16409350258812386,0.0245660959511939,0.2924771767272094,0.5188632247334729,106
25180,t2O4Qx74U_IfBzDHJzvUCA,Urban Farmer,Cleveland,OH,3.5,0.32680468456696143,0.07233979759252557,0.28692036523024367,0.31393515261026944,386
25762,tORH_LDga3t1bbuluhuxiQ,Smoky's Club,Madison,WI,3.0,0.38782791142613615,0.11399463065543441,0.2641064585835852,0.23407099933484443,35
25844,uDOVASe87LwFFl3Wau5AXg,The Lot at Edgewater,Oakmont,PA,3.5,0.3998345506134816,0.06506666991766057,0.3050667904903811,0.2300319889784768,52
25934,uGwwPkw2AEvKkVHiSufhzQ,Jim Gould,Champaign,IL,3.5,0.317319357362043,0.039360857935421434,0.33397343662089113,0.3093463480816445,27
25979,uWL8onvbR7WFJU7BGZ1a2A,Fiore's Italian Steakhouse,Copley,OH,2.0,0.38703104334216176,0.0029869089875017444,0.4762817717677395,0.133700275902597,4
26002,uYoSb2rNi77LMQZ-Nn1Epg,A La Brasa Mexican Grill,Madison,WI,4.0,0.3607379612592611,0.08345708819975935,0.40013716261718535,0.1556677879237942,91
26117,v1CscQ5oHCRGVyaIcWPf0A,Applebee's Grill + Bar,Wadsworth,OH,3.0,0.2654330892237917,0.051454699749095945,0.557830988048121,0.1252812229789912,10
26142,vOY6w1Q45Iod8sy2c8zetg,"Red, the Steakhouse",Orange Village,OH,4.0,0.16136359911186973,0.0353602401780983,0.28457629255794115,0.5186998681520911,149
26339,w1c_Uy60LSDiMsSjAsEqkw,Rumfish Grille,Bridgeville,PA,3.0,0.38102682637508123,0.050591431270816015,0.35961596204159674,0.208765780312506,72
26536,w6F502EKMyn3ONbGT2bQxw,Pickle Bill's Lobster House,Grand River,OH,3.0,0.3590747722060096,0.054218742904507566,0.34525542580006663,0.24145105908941622,87
26758,wHG_iKBpUfizBFIGqoaUnQ,Fleming's Prime Steakhouse - Woodmere,Woodmere,OH,3.5,0.22423199748272057,0.0493397727032373,0.31688325552939317,0.4095449742846491,64
26860,wHy5uBfkwEAbf-6UbZT6lw,The Captain's Club,Eastlake,OH,3.0,0.4757166201483872,0.11615416171241386,0.3593533423139097,0.04877587582528932,10
26887,wTjRn-n2wr6aLkNqFIuAGQ,Armstrong's,Pittsburgh,PA,3.5,0.38310444461072013,0.07277073740772858,0.326046088789723,0.21807872919182825,97
27026,wUqqq1nUFA8Fn-3vYYFyWQ,Porta Bella Italian Restaurant,Madison,WI,2.5,0.2777031784267547,0.10854431516731991,0.39345723379893405,0.2202952726069912,40
27135,weWbz-uCwB9_tHMrSGZAZQ,LongHorn Steakhouse,Independence,OH,3.5,0.23623188606343734,0.04343574632407799,0.2987727166065273,0.4215596510059573,31
27196,wyAKcdWQCXudHY30M0Tq4Q,Applebee's Grill + Bar,North Olmsted,OH,3.0,0.3743842308154801,0.12739555801241903,0.2942237049368165,0.20399650623528437,9
27221,x4eptNxzj43ihrk0nZB_OA,Montana Mike's,Urbana,IL,3.0,0.24611680380984355,0.07730562686291151,0.15136425327862943,0.5252133160486154,7
27234,xRC2O1i4xQMqqrkKSn7uRw,The Unicorn Restaurant & Pub,Grafton,OH,4.5,0.20731004721737284,0.09785590407773456,0.4993672052192437,0.1954668434856489,20
27255,xSgXMxqfA9VXGHYb9NC9vg,The Flying Rib,Lakewood,OH,3.5,0.42201310068309456,0.12362458156304798,0.2670392509556909,0.1873230667981666,17
27280,xTID0KVkR_H2v23LsdM02A,Steak ’n Shake,Akron,OH,2.5,0.34032452025911647,0.08391459399387631,0.35282577713071983,0.22293510861628738,15
27318,x_AmiOc8DPAyHe5VeoDYEw,Applebee's Grill + Bar,Pittsburgh,PA,2.5,0.3621373070737071,0.06092312583331685,0.4334291772195839,0.1435103898733922,10
27352,xgs1m9icwBbXmOmFhDQtjw,Kosar's Wood-Fired Grill,Northfield,OH,2.5,0.19180511727776092,0.05285207039526622,0.18663010077249098,0.5687127115544818,3
27364,xtDZdPaHwhAwoo77QV9Oeg,Fleming's Prime Steakhouse & Wine Bar,Madison,WI,3.5,0.18992247300675053,0.053843683937510774,0.35844847493336435,0.39778536812237425,88
27503,xu3cVLDeZ3RLJFh-IY5DGw,Applebee's Grill + Bar,Gibsonia,PA,2.5,0.49688468475166453,0.05498261113988634,0.3981843155872983,0.049948388521150786,5
27517,yBufRP1YQp9vXmId_Y2iEQ,Applebee's Grill + Bar,Mentor,OH,3.0,0.1907846150205244,0.04205162065723424,0.5793725585087806,0.1877912058134607,10
27536,yMvL7FUJSXNRUDpQTfT_3Q,Reserve Inn,Hudson,OH,3.5,0.345798256343106,0.1486066343919298,0.25739613260623995,0.24819897665872426,4
27542,yYHdC09T718YaF0KYb6rpg,LongHorn Steakhouse,Solon,OH,3.0,0.28448162902920016,0.027263025038899828,0.3766750227005034,0.3115803232313965,30
27604,y_jxvri9HK68PQD_Jw4CJA,Bull & Bird Steakhouse,Chagrin Falls,OH,4.0,0.16550783099588837,0.05681106389345892,0.3816838793166793,0.39599722579397356,29
27648,z2RiCl_iU-8bM4Lj1zNL8g,Green Forest Churrascaria,Pittsburgh,PA,4.5,0.44667716259777046,0.02383175645426271,0.2842131217496895,0.24527795919827763,158
27829,zLnmmB9jiKg-A2Lggs64-A,CK's Steak House,Painesville,OH,3.0,0.2324255667935792,0.06910516837602436,0.29044428618731616,0.40802497864308024,8
