,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
6880,KDiUpLL46cgoiWIM_UyR6g,Sushi Bomb,6302 Robinson Ctr Dr,Pittsburgh,PA,15205,40.4525431,-80.1602727,4.0,142,1,"{'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Steakhouses, Sushi Bars, Restaurants, Japanese","{'Monday': '16:30-21:30', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-21:30'}"
7074,6okGKL2PA7kkc-GjZzNHnA,Johnny's Italian Steakhouse,8390 Market St,Middleton,WI,53562,43.0937293,-89.5267453,3.5,225,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'WiFi': ""'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True'}","Steakhouses, Restaurants, Italian","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '10:0-21:0'}"
7140,kkl0Jnord6laHQGkgZxG1Q,Applebee's Grill + Bar,1200 State Rt 303,Streetsboro,OH,44241,41.238928,-81.34999,3.0,31,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'HappyHour': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'Smoking': ""u'no'"", 'ByAppointmentOnly': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'CoatCheck': 'False', 'DriveThru': 'False', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","American (Traditional), Steakhouses, Nightlife, Sports Bars, Burgers, Bars, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}"
7152,eHgKGBAl8o3VCBi4YrQ3FQ,Applebee's Grill + Bar,35916 Detroit Rd,Avon,OH,44011,41.4631492,-82.016425,3.0,16,1,"{'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'CoatCheck': 'False', 'HappyHour': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True'}","Bars, Chicken Wings, Restaurants, Nightlife, Sports Bars, Steakhouses, American (Traditional), Burgers, Salad","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}"
7175,efTPzpiSkxbgNlQOtwyVOA,Medina Steak and Seafood Company,538 W Liberty St,Medina,OH,44256,41.1389647,-81.8724508,3.0,18,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '3', 'WiFi': ""u'no'"", 'BikeParking': 'False', 'RestaurantsReservations': 'True', 'HasTV': 'True'}","Hair Removal, Food, Steakhouses, Seafood, Restaurants, Beauty & Spas","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '15:0-23:0', 'Sunday': '16:0-21:0'}"
7364,WpOMfnH8hvUOENVNn9xMsQ,John Q's Steakhouse,55 Public Sq,Cleveland,OH,44113,41.4997221553,-81.6958446545,3.5,27,0,"{'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '3', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'True'}","American (Traditional), Steakhouses, Restaurants",
7394,nRmTDIs3Gbis9aX2-v1qcw,Shula's 2 Steak & Sports,6200 Quarry Ln,Cleveland,OH,44131,41.3935252598,-81.6505193499,3.0,91,1,"{'BYOBCorkage': ""'yes_free'"", 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'False', 'WiFi': ""u'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""'average'"", 'Corkage': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"", 'GoodForKids': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': True, 'saturday': False}"", 'GoodForDancing': 'False'}","American (Traditional), Seafood, Steakhouses, Restaurants, Bars, Sports Bars, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
7734,0YA3RpY5KXcezPXcjdfOGQ,Pittsburgh Steak Company,1924 E Carson St,Pittsburgh,PA,15203,40.428324,-79.978097,2.0,6,0,"{'HappyHour': 'True', 'RestaurantsGoodForGroups': 'True'}","Restaurants, Steakhouses, Sushi Bars, Seafood","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '16:0-20:0'}"
7786,Luv7Vq5SbnkHyN3X1ZM9yw,Applebee's Grill + Bar,3528 Hudson Dr,Stow,OH,44224,41.16629,-81.477168,2.5,15,1,"{'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTableService': 'True', 'CoatCheck': 'False', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'HappyHour': 'True'}","American (Traditional), Sports Bars, Restaurants, Nightlife, Steakhouses, Burgers, Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}"
7857,PV9CdNFDOX4_zWm3Sy3W8g,Quaker Steak & Lube,2259 Deming Way,Middleton,WI,53562,43.0980569322,-89.5192287862,3.0,133,0,"{'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'free'"", 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'BYOBCorkage': ""'no'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""'loud'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"", 'HasTV': 'True'}","Burgers, Bars, Nightlife, Restaurants, Chicken Wings, American (Traditional), Steakhouses","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '10:30-23:0', 'Sunday': '11:0-21:0'}"
7878,8-EVsgJWjva29XMuVW2gPA,Nouveau Bistro & Lounge,7590 Fredle Dr,Concord,OH,44077,41.6647396,-81.2414081,4.0,53,1,"{'RestaurantsReservations': 'True', 'Caters': 'True', 'BikeParking': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'dressy'"", 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","American (Traditional), American (New), Bars, Seafood, Restaurants, Steakhouses, Nightlife","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0'}"
7882,Rii85bzYKGC9P0zOyAem6A,Texas Roadhouse,7341 Northcliff Ave,Brooklyn,OH,44144,41.4246092,-81.7383189,3.5,116,1,"{'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'NoiseLevel': ""u'loud'"", 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True'}","Restaurants, Steakhouses, American (Traditional), Barbeque","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-23:0'}"
7891,yYHdC09T718YaF0KYb6rpg,LongHorn Steakhouse,6015 Enterprise Pkwy,Solon,OH,44139,41.3958031,-81.4633444,3.0,62,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""'no'"", 'Caters': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Barbeque, Steakhouses, American (Traditional), Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
8057,6aZlyyCp6l4xmjIu0E8_WQ,LongHorn Steakhouse,35613 Chester Rd,Avon,OH,44011,41.4672124499,-82.011351143,3.5,8,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HappyHour': 'False', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True'}","American (Traditional), Barbeque, Restaurants, Steakhouses","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
8186,VobZRj98tDH7AaojYJD8Jg,Applebee's Grill + Bar,4920 William Penn Hwy,Murrysville,PA,15668,40.422538,-79.661546,3.0,22,1,"{'GoodForKids': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForDancing': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""'full_bar'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'DriveThru': 'False', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""'average'"", 'BikeParking': 'True', 'CoatCheck': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}""}","American (Traditional), Nightlife, Sports Bars, Restaurants, American (New), Burgers, Chicken Wings, Steakhouses, Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}"
8329,VVPwQdO6g9DHCgdBCIlBsw,Applebee's Grill + Bar,17771 Southpark Ctr,Strongsville,OH,44136,41.312317,-81.823672,3.0,30,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'HappyHour': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'CoatCheck': 'False', 'WiFi': ""'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}""}","Bars, Chicken Wings, Sports Bars, Nightlife, Restaurants, American (Traditional), Steakhouses, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}"
8411,NXERVbjRdwe0Deg4d_fVlA,Koto Ramen,508 E Green Street,Champaign,IL,61820,40.110827,-88.231612,2.0,30,0,"{'WiFi': ""'free'"", 'Alcohol': ""'none'"", 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'""}","Sushi Bars, Asian Fusion, Steakhouses, Restaurants, Ramen, Japanese","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}"
8776,VYpXvGPkx2k0lZlGry3HQw,Coach's Club,1200 Main St,Cross Plains,WI,53528,43.1142554,-89.6586769,3.5,28,1,"{'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'Caters': 'False', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForDancing': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Nightlife, American (Traditional), Bars, Restaurants, Steakhouses, Sports Bars, Breakfast & Brunch","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0'}"
8960,cOAjHOGcmXWJEd1Xo3xt0w,XO Seafood & Oysters,29425 Chagrin Blvd,Beachwood,OH,44122,41.462926,-81.470595,3.5,33,0,"{'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'WheelchairAccessible': 'True', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'False', 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'dressy'"", 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': True, 'classy': False, 'casual': False}"", 'BikeParking': 'False'}","Seafood, Restaurants, Steakhouses","{'Monday': '17:0-23:0', 'Tuesday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0'}"
9099,mJbrw3Y3NOjCKj2I5t8YsA,Hellriegel's Inn,1840 Mentor Ave,Painesville,OH,44077,41.6937211,-81.2846589,2.5,18,1,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'WiFi': ""'no'"", 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","Venues & Event Spaces, American (New), Restaurants, Steakhouses, Party & Event Planning, Caterers, Event Planning & Services","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '10:0-22:0'}"
